词语	极性
逐句逐字	1
逐流忘返	2
逐机应变	1
主敬存诚	1
助人下石	2
驻颜益寿	1
祝鮀之佞	2
抓耳搔腮	0
拽巷攞街	0
转灾为福	1
妆聋做哑	2
追风逐日	1
追根究蒂	0
追魂夺魄	2
追欢卖笑	2
拙口笨腮	2
捉风捕月	2
捉襟肘见	2
浊质凡姿	2
酌古斟今	0
孜孜汲汲	1
孳孳矻矻	1
恣情纵欲	2
足不窥户	2
足高气扬	2
祖功宗德	1
钻心刺骨	0
钻洞觅缝	0
醉山颓倒	0
尊俎折冲	1
遵养时晦	0
左枝右梧	2
左辅右弼	0
作好作歹	0
作辍无常	2
坐失良机	2
坐收渔利	2
坐视成败	2
坐树无言	1
做好做歹	0
凿空投隙	2
哀悼	0
爱称	1
暧暧	0
安息	1
投章摘句	2
巧言如簧	2
心术不正	2
装神弄鬼	2
欲加之罪，何患无辞	2
削木为吏	2
蛇蝎为心	2
血债累累	2
雨后送伞	2
十日所视，十手所指	1
食而不知其味	2
佯为不知	2
冒名项替	2
孤行已见	2
不因人热	2
气焰熏天	2
衣锦还乡	2
人心不足蛇吞象	2
各人自扫门前雪，莫管他人瓦上霜	2
三日打鱼，两日晒网	2
前怕狼，后怕虎	2
俭不中礼	2
见利思义	1
见神见鬼	2
见貌辨色	0
见缝插针	1
剑及屦及	1
谏尸谤屠	2
江左夷吾	1
将无作有	2
降心俯首	1
交能易作	1
骄佚奢淫	2
胶鬲之困	0
焦脣乾舌	2
挢抂过正	2
斠若画一	1
诘屈磝碻	2
洁身累行	1
桀骜不逊	2
截镫留鞭	0
解衣磅礴	1
借面吊丧	2
今是昔非	0
金玉锦绣	1
金光盖地	1
金枷玉锁	2
金章玉句	1
金榜题名	1
金声玉服	1
金镶玉裹	3
锦瑟华年	1
锦囊玉轴	1
进利除害	1
进退失踞	0
进退唯谷	0
进退无路	0
进退应矩	1
进善惩恶	1
进贤退佞	1
进贤黜奸	1
禁鼎一脔	1
惊心吊魄	0
惊心悲魄	0
惊世震俗	0
惊皇失措	2
惊魂失魄	0
兢兢乾乾	1
井底虾蟆	2
景星麟凤	1
敬老恤贫	1
靖言庸违	2
镜里观花	2
九仞一篑	2
灸艾分痛	1
酒绿灯红	2
救急扶伤	1
拘文牵义	2
鞠躬尽力	1
率先	1
落忍	1
卖俏	2
执友	1
忠臣	1
抚掌大笑	0
浓妆艳裹	1
期期艾艾	0
清风明月	1
耿耿于心	0
望云之情	0
豪情壮志	1
悉眉苦脸	0
人生如寄	0
力不能支	0
无火之炊	2
疑团莫释	0
深信不疑	0
油然而生	0
如饥似渴	0
心向往之	0
衾影无惭	1
怀着鬼胎	2
人心惶惶	2
悬心吊胆	2
能近取譬	1
百感交集	0
无思无虑	0
兴致勃勃	1
娱心悦目	1
摩拳擦掌	1
爱别离苦	0
福分	1
高论	1
保藏	0
报废	2
暴动	2
暴卒	0
背黑锅	2
奔命	0
本位主义	2
笔伐	0
碧油油	1
边鄙	0
贬黜	2
良药	1
亮眼人	1
伶俜	0
流亡	0
误场	2
悟性	0
息怒	0
嬉戏	0
洗手	0
喜娘	0
戏子	2
侠客	1
下饭	0
下子	0
先生	1
鲜花	1
闲话	2
闲杂	0
显达	0
险隘	0
现成饭	2
陷入	0
弱小	0
萨噶达娃节	1
散失	0
丧失	0
扫平	1
森严	0
傻笑	2
潸潸	0
善类	1
伤悼	0
商洽	0
赏封	1
上辈	1
上风	1
上升	1
胖子	1
炮舰外交	2
跑肚	0
跑墒	0
陪葬	0
赔礼	0
抨弹	0
碰钉子	0
劈头	0
貔虎	1
偏生	0
翩跹	1
缥缈	0
飘溢	0
品尝	0
平反	0
平列	0
平实	1
评理	0
凭仗	0
婆娘	0
绝艺	1
开吊	0
可怜虫	0
猿啼鹤唳	0
怨入骨髓	0
月缺花残	0
岳峙渊渟	1
云净天空	1
云舒霞卷	1
云愁雨怨	0
运斧般门	2
再接再砺	0
赃货狼藉	2
造微入妙	1
泽及枯骨	0
贼头狗脑	2
沾花惹草	2
鹯视狼顾	2
战无不胜，攻无不克	1
张眼露睛	2
招是揽非	2
朝梁暮周	2
贞不绝俗	1
枕稳衾温	0
铮铮佼佼	1
正正堂堂	1
之死不渝	1
执迷不返	2
直言极谏	1
止於至善	1
指东话西	2
志士仁人	1
尾巴主义	2
猥词	2
温吞	2
稳键	1
窝工	2
诬罔	2
无效	2
投鼠之忌	2
涂歌巷舞	1
土鸡瓦狗	2
吐哺辍洗	1
兔起鹘落	1
抟香弄粉	2
推东主西	2
推轮捧毂	1
颓垣废址	2
吞刀刮肠	1
吞声忍泪	0
讬之空言	2
拖天扫地	0
妥首帖耳	0
跅弢不羁	2
瓦影龟鱼	2
外巧内嫉	2
外宽内深	2
剜肉补疮	2
玩时贪日	2
顽皮赖骨	2
亡秦三户	1
亡戟得矛	0
往蹇来连	0
枉直同贯	2
枉费脣舌	0
忘恩背义	2
望其肩项	0
望风希旨	2
望尘不及	2
望尘靡及	2
危於累卵	0
为好成歉	2
为善最乐	1
为虎添翼	2
违天悖理	2
违条犯法	2
唯利是视	2
帏箔不修	2
惟利是视	2
尾大难掉	2
未明求衣	1
位卑言高	2
魏紫姚黄	1
温衾扇枕	1
文子同升	1
文武差事	2
文通残锦	2
文章宿老	1
文圆质方	1
文奸济恶	2
闻风而起	0
闻宠若惊	0
问道于盲	2
握炭流汤	1
握铅抱椠	1
巫山云雨	0
无一不知	1
无天无日	2
无功而禄	2
无可奈何花落去	2
无任之禄	2
无妄之忧	0
无私之光	1
无事生事	2
无所不容	1
无所依归	0
无所顾惮	3
无幽不烛	1
无施不效	1
无家可归	0
无动於衷	2
无情无彩	0
无间可伺	0
通晓	1
痛快	0
头领	0
突破	1
土产	0
团圆节	0
推谢	2
十成九稳	1
十拏九稳	1
石赤不夺	1
识明智审	1
识礼知书	1
食不充口	2
食不累味	1
食生不化	2
使心用腹	2
使酒骂坐	2
事半功百	1
饰非文过	2
视人如子	1
视死若归	1
视若兒戏	2
是非颠倒	2
誓山盟海	0
適以相成	1
適逢其会	1
手到拿来	0
守正不桡	1
授柄於人	2
书通二酉	1
熟思审处	1
鼠穴寻羊	2
鼠盗狗窃	2
鼠齧蠹蚀	2
束手束足	2
束手就禽	2
束教管闻	2
树德务滋	1
双喜临门	1
爽然若失	2
水秀山明	1
水底捞针	2
顺水顺风	1
顺风使舵	2
说是道非	2
死乞白赖	2
死眉瞪眼	2
死声活气	2
大熊猫	1
担待	0
悼念	1
献宝	0
献旗	1
相公	0
相知	0
享用	0
想望	0
哓哓	2
消遣	0
萧疏	0
小儿	0
小觑	2
笑容	0
协力	0
上座	1
少爷	3
申报	0
伸冤	0
绅士	1
神枪手	1
神效	1
升官	1
生发	1
声望	1
胜仗	1
失记	0
失密	2
失身	0
失笑	0
觖望	0
开怀儿	1
吭哧	2
觥觥	1
交好	1
交战国	0
僬侥	2
脚镣	0
较真	3
阶级异己分子	2
揭发	0
劫掠	2
结核杆菌	2
截获	0
解放战争	1
戒惧	0
金本位制	2
金字塔	0
闹玄虚	2
孽障	2
永生	1
幽情	1
游览	0
游园	0
诱奸	2
愚民政策	2
长逝	1
畅饮	1
抄袭	2
超员	2
尘肺	2
成就	1
惩罚	2
吃大锅饭	2
吃亏	2
赤白痢	2
笔走龙蛇	1
璧坐玑驰	1
辨物居方	1
冰洁渊清	1
秉笔直书	1
剥极必复	0
踣地呼天	0
不入时宜	2
不可告人	2
不亦乐乎	1
不知所厝	2
不知寝食	1
不凉不酸	2
不问皁白	2
不间不界	0
不挠不折	1
不讳之朝	1
不识一丁	2
才高气清	1
材茂行絜	1
财运亨通	1
惨雨酸风	0
参天贰地	1
拆东墙补西墙	2
谄笑胁肩	2
长吁短气	0
远至迩安	1
怨天怨地	0
月异日新	1
岳镇渊渟	1
云飞雨散	0
云涌风飞	1
云愁海思	0
运掉自如	1
赃汙狼藉	2
赃贿狼藉	2
造作矫揉	2
泽吻磨牙	2
贼头鬼脑	2
沾沾自好	2
斩钉切铁	1
战无不胜，攻无不取	1
张徨失措	0
招风惹雨	2
朝梁暮晋	2
贞松劲柏	1
枕干之雠	0
铮铮铁汉	1
正正经经	1
之死靡二	1
执迷不醒	2
直眉怒目	0
指山说磨	2
指东说西	2
志在四海	1
孤苦仃俜	2
孤雌寡鹤	2
辜恩负义	2
骨软筋酥	0
鼓吹喧阗	1
鼓腹击壤	1
固执成见	2
故家乔木	2
顾盼自豪	2
刮目相待	1
挂肚牵肠	1
怪诞不经	2
官官相为	2
冠屦倒施	2
贯朽粟腐	1
光前绝后	1
广见洽闻	1
归正首丘	0
龟冷支床	2
规言矩步	1
佹形僪状	2
鬼抓狼嚎	2
鬼计多端	2
鬼哭神惊	2
鬼头滑脑	2
贵不期骄	2
桂玉之地	1
刿心鉥肾	2
果刑信赏	1
过都历塊	1
海屋筹添	1
海怀霞想	1
骇状殊形	2
酣嬉淋漓	1
含冰茹檗	1
含垢匿瑕	1
含冤负屈	1
函盖充周	1
韩卢逐块	2
寒蝉僵鸟	0
汗流至踵	0
毫分缕析	1
好善恶恶	1
豪管哀弦	0
合衷共济	1
和风丽日	1
河目海口	1
河门海口	2
河清云庆	1
鹤困鸡群	2
鹤唳风声	2
鹤归华表	0
横拖倒拽	2
横眉努目	2
横槊赋诗	1
横无忌惮	2
横徵暴敛	2
轰雷贯耳	0
闳意妙指	1
鸿泥雪爪	1
鸿章钜字	1
鸿渐於干	1
鸿断鱼沈	1
后拥前呼	1
呼天号地	2
狐虎之威	2
狐裘尨茸	2
狐鸣篝火	2
失约	2
师母	1
施与	1
时尚	1
实验主义	2
世仇	0
事大主义	2
嗜血	2
手谕	0
胡枝扯叶	2
胡诌乱扯	2
湖光山色	0
怙顽不悛	2
化枭为鸠	0
怀材抱器	1
坏法乱纪	2
还年卻老	0
涣如冰释	0
慌手慌脚	2
黄雀伺蝉	2
黄龙痛饮	1
潢池盗弄	2
灰容土貌	2
恢诡谲怪	2
回山倒海	1
回文织锦	1
毁不危身	0
讳恶不悛	2
昏天黑地	2
浑抡吞枣	2
混淆黑白	2
魂不赴体	2
魂飞魄丧	0
魂飞胆颤	2
魂摇魄乱	0
魂惊魄惕	0
活眼活现	0
火中取栗	0
货赂公行	2
祸起萧墙	2
豁然开悟	1
饥不遑食	1
机心械肠	2
赍志而殁	0
鸡争鹅斗	2
屐齿之折	0
吉祥如意	1
极恶穷凶	2
急杵捣心	0
嫉贤傲士	2
计出无奈	0
计穷途拙	2
季常之惧	0
加膝坠泉	2
家无担石	2
戛戛独造	1
假眉三道	2
坚忍不拔	1
煎胶续弦	0
骨董	2
呱哒	2
光大	1
活受罪	0
鸡肋	2
急需	0
束手束脚	2
并蒂芙蓉	1
鸾风和鸣	1
畜妻养子	0
风尘仆仆	0
独占鳖头	1
二佛涅槃	0
褐衣不完	0
咬得菜根	0
入结家足	1
瓜李之嫌	0
没落子	2
闷雷	2
丁忧	1
动情	0
逗闷子	0
渎神	2
演出	0
谣言	2
冷笑	2
老大	0
乐道	0
泪人儿	0
冷板凳	2
力图	0
叵耐	0
破费	0
破鞋	2
普通	0
奇怪	0
奇遇	0
启迪	1
气不忿儿	0
气咻咻	0
弃养	0
千夫	0
芊绵	1
谦辞	1
前驱	1
潜藏	0
权益	0
劝进	0
逡巡	0
攘夺	2
惹是非	2
热泪	0
人贩子	2
人情世故	0
荏苒	0
任命	1
日趋	0
荣军	1
容情	1
如今	0
儒术	0
入垄	2
软伫	1
行尸走骨	2
行侠好义	1
形影自守	0
杏脸桃腮	1
熊韬豹略	1
轩鹤冠猴	2
雪案萤窗	1
噀玉喷珠	1
俨乎其然	2
言听行从	1
颜精柳骨	1
雁影分飞	2
扬威耀武	1
杨花心性	2
摇头摆脑	2
逸兴云飞	1
肆虐	2
颂词	1
索然	0
风行电击	1
封己守残	2
凤毛龙甲	1
凤皇来仪	1
凤鸣鹤唳	1
凤靡鸾吪	1
否终复泰	0
跗萼连晖	1
扶危定乱	1
浮湛连蹇	0
抚今痛昔	0
俯仰无愧	1
俛首帖耳	2
负才使气	2
负重吞污	1
妇人之仁	2
附赘县疣	2
改行为善	1
干霄蔽日	1
乾乾翼翼	1
敢怒而不敢言	0
感深肺腑	0
高自标誉	2
高位重禄	1
高官尊爵	1
高情远意	1
高谈虚论	2
膏脣贩舌	2
革凡登圣	1
革面悛心	1
格古通今	1
隔屋撺椽	2
各得其宜	1
梗顽不化	2
公私交困	0
公尔忘私	1
攻苦食啖	1
躬体力行	1
钩爪锯牙	2
狗走狐淫	2
狗逮老鼠	2
狗党狐朋	2
沽名要誉	2
铁血政策	2
停战	0
通窍	1
痛楚	0
头号	0
头晕	0
土鳖	2
土专家	2
推委	2
权变	1
权责	0
劝勉	1
让步	0
惹眼	1
热孝	0
人格	1
人权	0
人物	1
荏弱	2
任凭	0
容身	0
肉痛	0
如期	1
孺子	0
入迷	0
锐气	1
说笑	0
私货	2
私刑	2
死守	0
送命	0
随喜	1
刑于之化	1
行者让路	1
形影自吊	0
杏腮桃脸	1
雄深雅健	1
煦色韶光	1
雪胎梅骨	1
寻欢作乐	2
咽苦吐甘	1
言简义丰	1
研精殚思	1
艳紫妖红	1
扬威曜武	3
杨花水性	2
摇头幌脑	2
逸辈殊伦	1
乐观主义	1
老粗	2
老油子	2
泪花	0
冷门	0
力求	0
畅通	1
唱高调	2
超巨星	1
扯后腿	2
称雄	1
惩办主义	2
吃不消	2
吃紧	2
叱骂	2
鄙夷不屑	2
抃风儛润	1
标新创异	1
别具手眼	1
冰清玉润	1
兵无血刃	1
秉公无私	1
剥极将复	0
博物洽闻	1
不分皁白	2
不可捉摸	0
不见天日	2
不知高下	2
不知颠倒	2
不阴不阳	2
不欺暗室	1
不登大雅	2
不遗巨细	1
不辨菽粟	2
不识不知	3
才疏意广	2
材雄德茂	1
采葑采菲	0
惨无天日	2
差之毫釐，失之千里	2
柴毁骨立	0
昌亭之客	0
长材小试	2
长恶不悛	2
没奈何	2
猛不防	0
便便	2
变相	2
辩驳	2
彪柄	1
表面化	2
宾服	1
殡殓	0
冰炭	2
丙夜	0
病虫害	2
病故	0
病痛	0
拨浪鼓	0
菠萝蜜	1
勃兴	1
补苴	0
不符	2
不景气	2
不容	0
不图	1
不详	2
断气	0
对偶婚	1
风车雨马	0
风雨凄凄	0
封豨脩蛇	2
凤毛鸡胆	2
凤翥龙翔	1
凤舞龙蟠	1
奉公如法	1
佛眼相看	1
否极阳回	1
敷衍搪塞	2
扶危济急	1
浮收勒折	2
福不重至，祸必重来	0
抚时感事	0
俯拾即是	0
釜鱼幕燕	0
负地矜才	2
负恩忘义	2
附炎趋热	2
附声吠影	2
富贵不淫	1
腹饱万言	1
改柯易叶	1
乾巴利落	1
甘心情原	0
肝胆胡越	0
感人肺肝	0
高下在口	2
高材疾足	1
高风劲节	1
高遏行云	1
高头大马	1
槁形灰心	2
革邪反正	1
革奸剷暴	1
格格不纳	0
隔靴爬痒	2
根深蒂结	1
弓影杯蛇	2
公明正大	1
功成名就	1
攻疾防患	1
拱揖指麾	1
狗口里生不出象牙	2
狗苟蝇营	2
狗盗鼠窃	2
狗续金貂	2
沽誉钓名	2
献技	0
相安	0
相与	0
享年	1
想头	0
象牙之塔	3
消弭	0
萧飒	0
小弟	0
小心	0
笑面虎	2
歇心	0
谐谑	0
少礼	1
舍身	1
申冤	0
呻吟	0
神品	1
神悟	1
蜃景	2
生病	0
生业	0
胜券	0
失火	0
失灵	0
失却	0
失陷	0
迫降	0
破获	1
剖白	0
菩提	0
谱写	1
期许	0
齐截	1
奇谈	0
歧出	2
乞灵	0
启蒙	1
起色	1
气候	1
气吁吁	0
契合	1
千斤	0
牵扯	2
谦让	1
前途	0
潜力	1
着魔	0
自视	2
节奏	0
展翅	0
警句	1
无所顾忌	0
粗放	3
暴跳	0
忿忿然	0
惊怖	0
凄婉	0
不容怀疑	0
漫无目标	2
手软	0
前程万里	1
情愿	0
信任	0
非同寻常	0
虚惊	0
厌世	0
挟冤记仇	0
请君入瓮	0
即以其人之道，还治其人之身	0
自投罗网	0
受惊	0
得名	1
翻天覆地	0
端详	1
业绩	0
创收	0
神领意得	0
如梦初醒	0
卸任	2
谢客	0
谢意	0
心肝	0
心弦	0
新人	1
信托	0
腥气	0
行善	1
凶信	0
虚悬	2
加塞儿	2
戛戛	0
尖锐	1
健步	1
震撼	0
鹤发鸡皮	0
齿白唇红	1
环肥蕉痪	1
明眸皓齿	1
稚齿婑婿	1
蜂目豺声	1
油头粉面	2
轶群绝类	1
意气飞扬	1
因敌为资	0
银花火树	0
淫言媟语	2
引虎自卫	2
引绳棋布	1
饮冰食蘖	1
隐居求志	1
莺歌蝶舞	0
鹰瞵虎攫	2
营蝇斐锦	2
应弦而倒	1
拥政爱民	1
雍容閒雅	1
优游涵泳	0
油光水滑	2
游骑无归	1
游响停云	1
有始有卒	1
有眼无瞳	2
有声无实	2
余声三日	1
余音缭绕	1
鱼目混珎	2
鱼游釜底	0
鱼跃鸢飞	1
渔人得利	2
瑜百瑕一	1
愚眉肉眼	2
雨散风流	0
雨帘云栋	1
语妙绝伦	1
玉柱擎天	1
玉减香消	0
玉润冰清	1
郁郁沉沉	1
遇难成祥	0
鸢肩羔膝	2
渊涌风厉	1
沅芷澧兰	1
托福	2
脱班	2
外宾	0
晚节	0
枉费	2
威权	1
违抗	2
似漆如胶	1
驷马莫追	1
松茂竹苞	1
崧生岳降	1
送往事居	1
颂声载道	1
夙兴昧旦	1
随人作计	2
随车夏雨	1
随俗浮沈	2
随高就低	1
随声趋和	2
遂心快意	1
碎心裂胆	2
所向克捷	1
太山北斗	1
贪吃懒做	2
贪惏无餍	2
谈玄说妙	1
谈论风生	1
忐忑不定	2
探赜索隐	1
堂皇富丽	1
韬光俟奋	1
桃李争妍	1
桃羞杏让	1
讨恶翦暴	1
腾声飞实	1
提心在口	1
体规画圆	2
替古人耽忧	2
擿埴索途	2
天上麒麟	1
天老地荒	1
天昏地黑	2
天崩地坍	2
天粟马角	2
天随人原	1
添油加醋	2
恬不为意	1
挑三嫌四	7
条条框框	2
铁板歌喉	1
铁画银钩	1
铁壁铜山	1
通文达礼	1
通幽动微	1
通忧共患	1
同力协契	1
同心共胆	1
同心僇力	1
同明相照	1
同德同心	1
同类相妒	2
铜筋铁肋	1
头出头没	2
头焦额烂	2
投刃皆虚	1
投桃报李	1
酬谢	1
垂危	2
摧陷廓清	1
存心积虑	2
寸善片长	1
错彩镂金	1
打破沙锅璺到底	1
打铁趁热	1
大直若屈	1
大家风范	1
大路椎轮	1
大缪不然	2
带金佩紫	1
戴玄履黄	1
戴霜履冰	1
单见浅闻	2
殚诚毕虑	1
胆大泼天	1
胆裂魂飞	2
诞谩不经	2
党邪丑正	2
刀头燕尾	1
倒持太阿	2
蹈火探汤	1
道同志合	1
道高德重	1
道尽途殚	0
道边苦李	2
得未尝有	1
德隆望重	1
低唱浅斟	0
砥节砺行	1
点头会意	1
雕虫小艺	2
钓名沽誉	2
调词架讼	2
跌脚槌胸	2
顶门壮户	1
丢魂失魄	2
东扯西拉	2
东南之宝	1
东窗消息	2
滑溜	1
锵金鸣玉	2
强食弱肉	2
墙高基下	2
敲骨剥髓	2
憔神悴力	1
切理会心	1
琴断朱弦	0
青出於蓝	1
青蝇染白	2
轻车熟道	1
轻财好义	1
轻薄无知	2
清风朗月	1
情凄意切	2
曲意承迎	2
去邪归正	1
确然不群	1
鹊巢鸠据	2
惹草沾花	2
人情冷暖	2
仁人义士	1
任从风浪起，稳坐钓鱼船	1
日角龙庭	1
日暖风和	1
荣谐伉俪	1
柔远能迩	1
如之奈何	2
如坐春风	1
如狼如虎	2
如汤灌雪	1
如胶投漆	1
如原以偿	1
乳声乳气	2
入孝出弟	1
入阁登坛	1
枘凿冰炭	2
洒心更始	1
三日新妇	2
三好二怯	2
三贞五烈	1
三阳交泰	1
三头两日	2
散灰扃户	2
桑间之音	2
搔着痒处	1
山包海容	1
山亏一篑	2
伤心蒿目	2
赏信罚必	1
上下同心	1
舍策追羊	1
射像止啼	1
身先朝露	2
身做身当	1
身废名裂	2
深文曲折	2
深根固本	1
深恶痛嫉	2
神不收舍	2
神奸巨猾	2
神采英拔	1
神逝魄夺	2
神超形越	1
神魂飘荡	2
神经错乱	2
神头鬼脸	2
失之交臂	2
失张失智	2
诗云子曰	1
刺目	2
从容	1
醋劲儿	2
错杂	2
打群架	2
大年初一	1
正骨	1
天涯若比邻	1
眉目勿画	1
误点	2
牺牲	1
嬉笑	0
喜钱	0
系缚	2
狎妓	2
下风	0
罅隙	2
鲜货	0
闲篇	0
闲杂人员	0
显赫	0
险地	0
现成话	2
陷于	0
撒旦	2
三光政策	2
散亡	2
丧事	2
扫榻	1
歃血	1
闪耀	1
善邻	1
商榷	1
赏光	1
上宾	1
上峰	1
谨防	0
惊魂	0
原来	1
增进	1
财礼	1
查抄	2
各行其是	2
一盘散沙	2
蒙在鼓里	2
牗中窥日	2
人穷智短	2
挈瓶之知	2
浅见寡闻	2
不成才	2
撑肠拄腹	1
振臂一呼	1
东闪西躲	2
亦步亦趋	2
一定之规	1
沿波讨源	1
率尔操觚	2
东一榔头，西一棒杨	2
自由放任	2
义正辞严	1
下车作威	2
直情径行	2
壮土解腕	1
右军习气	2
眼不见，心不烦	2
坐冷板凳	2
漠不相关	2
听之任之	2
不以为意	2
视如土芥	2
大眼看小眼	2
从善如登	1
先意承旨	2
附骥攀鸿	2
拒人于千里之外	2
固执已见	2
燎如观火	1
列功覆过	1
林下风致	1
鳞集仰流	1
灵心慧性	1
凛如霜雪	2
另开生面	1
流天澈地	2
流言飞文	2
流离播越	1
柳折花残	2
柳弱花娇	1
柳绿花红	1
六问三推	1
六韬三略	1
龙多乃旱	2
龙胡之痛	2
龙眉凤目	1
龙蛇飞舞	1
龙御上宾	2
龙凤呈祥	1
龙潜凤采	2
龙兴凤举	1
龙颜凤姿	1
龙腾凤集	1
陋巷箪瓢	2
镂肝鉥肾	1
漏尽钟鸣	2
鲁鱼亥豕	2
鲁殿灵光	1
鹿走苏台	2
路柳墙花	2
露宿风餐	2
鹭约鸥盟	1
鸾音鹤信	1
鸾鸣凤奏	1
乱七八遭	2
论长道短	2
论辩风生	1
驴脣不对马嘴	2
吕武操莽	2
履险若夷	1
马上功成	1
马足车尘	0
马捉老鼠	2
买王得羊	2
麦丘之祝	1
卖乖弄俏	2
卖俏迎奸	2
谩天昧地	2
满坑满谷	2
慢条厮礼	0
漫条斯理	0
猫噬鹦鹉	2
冒大不韪	0
没世不忘	1
没毛大蟲	0
没精没彩	2
门不夜关	1
门闾之望	1
猛虎添翼	1
迷而知返	1
迷离徜仿	2
靡然成风	1
靡靡之乐	2
花着	2
还愿	1
灰不溜丢	2
回想	0
减师半德	2
见事生风	2
见财起意	2
见精识精	1
见羹见墙	0
剑气箫心	1
践规踏矩	2
江郎才掩	2
将无做有	2
降心顺俗	2
交詈聚唾	2
骄侈淫虐	2
教猱升木	2
挢揉造作	2
揭箧探囊	2
诘屈聱牙	2
洁清自矢	1
桀骜自恃	2
截铁斩钉	1
解衣盘礴	1
借客报仇	1
金口木舌	1
金石之交	1
金昭玉粹	1
金淘沙拣	1
金尽裘敝	2
金声玉润	1
谨身节用	1
锦绣心肠	1
锦囊妙计	1
进退亡据	2
进退有度	1
进退惟谷	2
进退无据	2
进退双难	2
进道若退	2
进贤退奸	1
进贤黜恶	1
荆天棘地	2
惊心吊胆	2
惊心夺目	2
惊世骇目	0
惊神破胆	2
惊魂动魄	2
鲸吞虎噬	2
井然有条	1
径行直遂	1
敬老慈少	1
静言令色	2
迥不犹人	1
九烈三贞	1
酒地花天	2
酒龙诗虎	1
救时厉俗	1
拘挛补衲	2
鞠躬尽力，死而后已	1
忘义	2
明修栈道，暗度陈仓	2
胸中鳞甲	2
巧言偏辞	2
寻花问柳	2
挂羊头，卖狗肉	2
欺天诳地	2
韬晦之计	2
咬人狗儿不露齿	2
装点门面	2
失德	2
轻世做物	2
蛇欲吞象	2
损人利已	2
争多论少	2
为德不卒	2
三十六策，走为上计	0
心为形役	2
东藏西躲	0
洞心骇目	0
斗霜傲雪	1
独占鼇头	1
读书君子	1
杜渐防萌	0
断烂朝报	0
敦本务实	1
遁世无闷	0
多言多语	2
掇臀捧屁	2
讹以滋讹	2
恶直丑正	2
二心两意	2
伐罪吊人	1
反正还淳	1
饭蔬饮水	1
方头不劣	2
放饭流歠	2
飞黄腾踏	0
飞声腾实	1
悱恻缠绵	0
分花拂柳	1
分情破爱	2
焚林竭泽	2
奋不顾命	1
愤不欲生	0
丰墙峭阯	2
赫然	0
横生	0
洪灾	2
忽而	0
虎彪彪	1
嫡传	1
抵命	2
地方民族主义	2
种族歧视	2
重要	1
骤然	0
主犯	2
主流	0
嘱托	1
注视	1
专著	1
转运	1
装璜	1
撞见	2
追脏	1
准谱儿	1
强奸	2
抢先	0
乔迁	1
俏皮话	2
切切	0
亲历	0
亲眼	0
亲族	0
倾心	1
情爱	0
穷忙	0
囚笼	0
求亲	0
屈挠	2
娶亲	0
耍贫嘴	2
爽快	1
亮晶晶	0
劣株	2
流落	0
珑玲	1
出毛病	2
摧枯折腐	1
村夫俗子	2
寸步难移	2
搓手顿足	2
打死老虎	2
打家截道	2
大匠运斤	1
大放厥辞	1
大厦将颠	2
大澈大悟	1
代马望北	0
待贾而沽	1
戴清履浊	1
丹凤朝阳	1
担雪塞井	2
胆大心粗	2
胆壮气粗	1
胆战心摇	2
弹丸脱手	1
党恶佑奸	2
倒打一瓦	2
倒峡泻河	1
悼心疾首	0
道弟称兄	1
道傍苦李	2
道殣相望	2
得不偿失	0
德音莫违	2
敌惠敌怨	1
砥砺廉隅	1
雕章绘句	1
雕虫篆刻	2
调三惑四	2
跌宕昭彰	1
跌弹斑鸠	2
丢三忘四	2
东支西吾	2
东床娇客	1
东劳西燕	0
东播西流	0
桃色	2
惕励	2
天趣	1
恬适	1
橘化为枳	2
据高临下	2
踞炉炭上	2
镌脾琢肾	1
决一死战	2
抉目胥门	2
嚼铁咀金	1
君圣臣贤	1
开心见肠	1
开眉展眼	1
咳珠唾玉	1
克爱克威	1
